Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2010,104,865,110,8-Aug,NYY,,BOS,"W,7-2",CG,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.299,0.37,0.54,0.91,2,0.33,0.031,0.49,0.03%,-0.07,RF
2010,105,866,111,9-Aug,NYY,,BOS,"L,1-2",CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.295,0.366,0.533,0.899,2,2.9,-0.397,3.53,-0.29%,-2.18,RF
2010,106,867,112,10-Aug,NYY,@,TEX,"L,3-4",CG(10),5,5,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.296,0.367,0.534,0.901,2,1.07,0.107,1.18,0.07%,0.67,RF
2010,107,868,113,11-Aug,NYY,@,TEX,"W,7-6",CG,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.293,0.363,0.528,0.89,2,1.73,-0.3,2.09,-0.22%,-2.18,1B RF
2010,108,869,114,12-Aug,NYY,@,KCR,"W,4-3",GS-8,5,4,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.297,0.367,0.53,0.897,2,0.88,0.119,0.96,0.08%,1.36,RF
2010,109,870,115,13-Aug,NYY,@,KCR,"L,3-4",8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.296,0.367,0.528,0.895,8,3.04,-0.085,2.84,-0.05%,-0.36,PH RF
2010,110,871,116,14-Aug,NYY,@,KCR,"W,8-3",CG,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.296,0.367,0.526,0.893,2,0.75,-0.002,0.79,0.00%,-0.14,RF
2010,111,872,117,15-Aug,NYY,@,KCR,"L,0-1",CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.365,0.522,0.887,2,0.89,-0.066,0.85,-0.04%,-0.47,RF
2010,112,873,118,16-Aug,NYY,,DET,"L,1-3",GS-6,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.292,0.363,0.52,0.883,2,0.88,-0.045,0.94,-0.03%,-0.42,RF
2010,113,874,119,17-Aug,NYY,,DET,"W,6-2",CG,4,3,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.293,0.364,0.518,0.883,5,0.98,0.106,1.14,0.07%,1.31,RF
2010,114,875,120,18-Aug,NYY,,DET,"W,9-5",CG,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0.292,0.363,0.517,0.88,5,0.58,-0.042,0.67,-0.03%,-1.62,DH
2010,115,876,121,19-Aug,NYY,,DET,"W,11-5",CG,4,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.294,0.366,0.518,0.884,5,1.01,0.088,1.13,0.06%,1.07,RF
